name,sample,x,y,z,timestamp,00:0B:86:96:63:A0,00:0B:86:96:70:C2,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:7A:7F,00:1A:1E:F3:67:A0,04:8D:38:04:4E:86,0C:9D:92:02:8B:20,16:11:32:9D:2B:30,16:11:32:9D:30:3A,40:B0:76:34:03:48,44:A5:6E:41:9B:BA,6C:F3:7F:31:FA:22,B8:A3:86:57:17:67,DC:FB:02:61:9E:31
wlan1,2,7.2,6.4,1.01,1621504001.3763776,-83.0,-55.0,-41.0,-47.0,-39.0,-53.0,-71.0,-81.0,-65.0,-43.0,-41.0,-43.0,-57.0,-67.0,-75.0,-77.0,-59.0
wlan1,3,7.2,6.4,1.01,1621504005.8609393,-83.0,-55.0,-43.0,-47.0,-43.0,-51.0,-71.0,-79.0,-65.0,-43.0,-41.0,-45.0,-61.0,-67.0,-79.0,-75.0,-59.0
wlan1,4,7.2,6.4,1.01,1621504010.3409946,-83.0,-51.0,-41.0,-47.0,-41.0,-51.0,-71.0,-75.0,-65.0,-43.0,-41.0,-47.0,-61.0,-67.0,-79.0,-77.0,-61.0
wlan2,0,7.2,6.4,1.01,1621504016.9337804,0.0,-39.0,-41.0,-39.0,0.0,-39.0,-59.0,-71.0,-59.0,-33.0,-41.0,-35.0,-53.0,-53.0,0.0,-65.0,-51.0
wlan2,1,7.2,6.4,1.01,1621504025.7079082,-65.0,-41.0,-41.0,-41.0,-31.0,-41.0,-57.0,-71.0,-59.0,-33.0,-41.0,-41.0,-51.0,-53.0,-67.0,-67.0,-49.0
wlan2,2,7.2,6.4,1.01,1621504030.2048302,-65.0,-37.0,-41.0,-43.0,-29.0,-41.0,-59.0,-63.0,-59.0,-33.0,-39.0,-41.0,-53.0,-53.0,-73.0,-65.0,-49.0
wlan2,3,7.2,6.4,1.01,1621504034.6802807,-65.0,-43.0,-39.0,-41.0,-29.0,-41.0,-55.0,-71.0,-69.0,-35.0,-39.0,-41.0,-55.0,-53.0,-73.0,-69.0,-49.0
wlan0,0,8.42,-0.33,1.01,1621499504.9910185,0.0,0.0,-42.0,-45.0,-42.0,-43.0,-56.0,0.0,-63.0,-40.0,-42.0,0.0,-46.0,0.0,0.0,-66.0,-53.0
wlan0,1,8.42,-0.33,1.01,1621499509.0566213,0.0,0.0,-39.0,-45.0,-43.0,-41.0,-56.0,0.0,-63.0,-40.0,-39.0,-47.0,-48.0,-62.0,0.0,-64.0,-55.0
wlan0,2,8.42,-0.33,1.01,1621499513.2812269,0.0,0.0,-38.0,-51.0,-43.0,-50.0,-67.0,0.0,-66.0,-46.0,-38.0,-47.0,-47.0,-62.0,0.0,-64.0,-52.0
wlan0,3,8.42,-0.33,1.01,1621499517.5025089,0.0,0.0,-37.0,-63.0,-39.0,-45.0,-67.0,0.0,-66.0,-47.0,-39.0,-45.0,-49.0,-62.0,0.0,-67.0,-51.0
wlan0,4,8.42,-0.33,1.01,1621499521.8278966,-67.0,0.0,-40.0,-41.0,-42.0,-50.0,-68.0,0.0,-60.0,-43.0,-40.0,-45.0,-47.0,-60.0,0.0,-65.0,-52.0
wlan1,0,8.42,-0.33,1.01,1621499528.467791,0.0,-61.0,-41.0,-57.0,-47.0,-57.0,-77.0,-79.0,-71.0,-51.0,0.0,-59.0,-59.0,0.0,-87.0,-77.0,-59.0
wlan1,1,8.42,-0.33,1.01,1621499532.9760928,-73.0,-57.0,-41.0,-57.0,-47.0,-55.0,-79.0,-83.0,-75.0,-51.0,-41.0,-57.0,-57.0,-65.0,-89.0,-77.0,-61.0
wlan1,2,8.42,-0.33,1.01,1621499537.4943695,-73.0,-59.0,-43.0,-57.0,-45.0,-55.0,-79.0,-81.0,-69.0,-51.0,-41.0,-57.0,-57.0,-67.0,-87.0,-71.0,-59.0
wlan1,3,8.42,-0.33,1.01,1621499543.7969706,-79.0,-59.0,-41.0,-57.0,-45.0,-55.0,-79.0,-81.0,-71.0,-49.0,-43.0,-57.0,-57.0,-69.0,-85.0,-71.0,-61.0
wlan1,4,8.42,-0.33,1.01,1621499552.7167766,-79.0,-47.0,-41.0,-57.0,-45.0,-57.0,-77.0,-83.0,-71.0,-49.0,-41.0,-57.0,-55.0,-65.0,-87.0,-67.0,-61.0
wlan2,0,8.42,-0.33,1.01,1621499559.3448818,-71.0,-41.0,-37.0,0.0,-39.0,-75.0,0.0,-83.0,-73.0,-39.0,-39.0,-41.0,-39.0,-61.0,-69.0,0.0,-61.0
wlan2,1,8.42,-0.33,1.01,1621499563.8979347,-71.0,-53.0,-37.0,0.0,-39.0,-41.0,-69.0,-83.0,-43.0,-35.0,-35.0,-41.0,-43.0,-61.0,-79.0,0.0,-75.0
wlan2,2,8.42,-0.33,1.01,1621499568.4039993,-63.0,-51.0,-37.0,-43.0,-39.0,-39.0,-69.0,-71.0,-45.0,-39.0,-37.0,-43.0,-41.0,-61.0,-73.0,0.0,-77.0
wlan2,3,8.42,-0.33,1.01,1621499572.9375155,-59.0,-49.0,-37.0,-43.0,-37.0,-39.0,-69.0,-83.0,-45.0,-41.0,-37.0,-41.0,-43.0,-59.0,-77.0,-71.0,-77.0
wlan2,4,8.42,-0.33,1.01,1621499577.4733582,-59.0,-41.0,-35.0,-57.0,-37.0,-39.0,-69.0,-79.0,-45.0,-57.0,-37.0,-41.0,-41.0,-59.0,-79.0,-71.0,-73.0
wlan0,0,8.42,1.52,1.01,1621513375.1288195,0.0,-42.0,-31.0,-42.0,-33.0,-67.0,0.0,-76.0,0.0,-29.0,-32.0,-43.0,-62.0,-63.0,0.0,-64.0,-61.0
wlan0,1,8.42,1.52,1.01,1621513379.2711878,0.0,-43.0,-32.0,-42.0,-31.0,-40.0,0.0,-76.0,0.0,-28.0,-32.0,-42.0,-46.0,-60.0,0.0,-79.0,-58.0
wlan0,2,8.42,1.52,1.01,1621513387.4351525,0.0,-46.0,-32.0,-40.0,-35.0,-44.0,0.0,-71.0,-53.0,-26.0,-34.0,-39.0,-52.0,-60.0,0.0,-55.0,-61.0
wlan0,3,8.42,1.52,1.01,1621513391.7020671,-61.0,-52.0,-32.0,-40.0,-33.0,-41.0,0.0,-71.0,-53.0,-27.0,-34.0,-39.0,-54.0,-56.0,-69.0,-62.0,-58.0
wlan1,0,8.42,1.52,1.01,1621513398.3172672,-59.0,-49.0,-39.0,0.0,-41.0,-51.0,0.0,-77.0,-67.0,-41.0,-39.0,0.0,-63.0,-65.0,-87.0,-75.0,-67.0
wlan1,1,8.42,1.52,1.01,1621513402.817199,-71.0,-59.0,-39.0,-43.0,-41.0,-71.0,0.0,-81.0,-67.0,-43.0,-39.0,-45.0,-63.0,-69.0,-85.0,-71.0,-67.0
wlan1,2,8.42,1.52,1.01,1621513407.3088596,-71.0,-59.0,-39.0,-43.0,-41.0,-47.0,-75.0,-81.0,-67.0,-41.0,-39.0,-45.0,-67.0,-69.0,-89.0,-69.0,-67.0
wlan1,3,8.42,1.52,1.01,1621513411.8258474,-69.0,-57.0,-39.0,-43.0,-43.0,-47.0,-73.0,-87.0,-67.0,-41.0,-39.0,-45.0,-63.0,-69.0,-87.0,-69.0,-69.0
wlan1,4,8.42,1.52,1.01,1621513416.3333259,-79.0,-59.0,-39.0,-43.0,-43.0,-49.0,-73.0,-77.0,-67.0,-41.0,-75.0,-45.0,-63.0,-69.0,-85.0,-69.0,-67.0
wlan2,0,8.42,1.52,1.01,1621513422.8921132,-59.0,-45.0,0.0,0.0,-35.0,-53.0,0.0,-71.0,-49.0,-33.0,-33.0,-39.0,-49.0,0.0,-83.0,-59.0,-57.0
wlan2,1,8.42,1.52,1.01,1621513427.3485324,-59.0,-45.0,-29.0,-39.0,-35.0,-43.0,-65.0,-77.0,-51.0,-33.0,-33.0,-39.0,-47.0,0.0,-81.0,-65.0,-55.0
wlan2,2,8.42,1.52,1.01,1621513431.828596,-61.0,-43.0,-31.0,-37.0,-35.0,-41.0,-65.0,-77.0,-51.0,-33.0,-33.0,-39.0,-51.0,-65.0,-81.0,-63.0,-55.0
wlan2,3,8.42,1.52,1.01,1621513436.366124,-61.0,-43.0,-31.0,-39.0,-35.0,-39.0,-63.0,-69.0,-47.0,-33.0,-33.0,-39.0,-41.0,-65.0,-81.0,-65.0,-57.0
wlan2,4,8.42,1.52,1.01,1621513445.2489698,-59.0,-41.0,-29.0,-39.0,-33.0,-37.0,-63.0,-77.0,-49.0,-33.0,-31.0,-39.0,-49.0,-65.0,-83.0,-65.0,-57.0
wlan0,0,7.2,2.13,1.01,1621508286.8518045,0.0,-50.0,-27.0,-39.0,-38.0,-41.0,-68.0,-68.0,-61.0,-34.0,-29.0,-39.0,-50.0,-56.0,0.0,-56.0,-52.0
wlan0,1,7.2,2.13,1.01,1621508291.1209226,0.0,-51.0,-27.0,-42.0,-38.0,-42.0,-68.0,-68.0,-61.0,-36.0,-28.0,-39.0,-50.0,-58.0,-67.0,-57.0,-55.0
wlan0,2,7.2,2.13,1.01,1621508295.3241518,-65.0,-49.0,-27.0,-42.0,-38.0,-41.0,-65.0,-68.0,-61.0,-38.0,-28.0,-45.0,-51.0,-57.0,-67.0,-55.0,-52.0
wlan0,3,7.2,2.13,1.01,1621508299.5438018,-65.0,-52.0,-29.0,-42.0,-40.0,-39.0,-65.0,-68.0,-59.0,-36.0,-28.0,-45.0,-47.0,-55.0,-70.0,-57.0,-52.0
wlan1,0,7.2,2.13,1.01,1621508306.1273,-65.0,-69.0,-37.0,-47.0,-43.0,-49.0,-71.0,-79.0,0.0,-41.0,-37.0,-49.0,-61.0,-69.0,-83.0,-63.0,-67.0
wlan1,1,7.2,2.13,1.01,1621508310.6276426,-63.0,-57.0,-35.0,-47.0,-43.0,-49.0,-71.0,-77.0,-67.0,-43.0,-37.0,-49.0,-59.0,-69.0,-81.0,-73.0,-67.0
wlan1,2,7.2,2.13,1.01,1621508315.1429527,-63.0,-53.0,-61.0,-47.0,-41.0,-49.0,-69.0,-83.0,-67.0,-43.0,-37.0,0.0,-57.0,-69.0,-81.0,-73.0,-65.0
wlan1,3,7.2,2.13,1.01,1621508319.647397,-67.0,-53.0,-37.0,-47.0,-41.0,-49.0,-71.0,-81.0,-67.0,-41.0,-37.0,-49.0,-45.0,-71.0,-83.0,-69.0,-67.0
wlan1,4,7.2,2.13,1.01,1621508324.160432,-67.0,-55.0,-37.0,-47.0,-41.0,-49.0,-71.0,-79.0,-79.0,-43.0,-37.0,-49.0,-61.0,-71.0,-85.0,-73.0,-67.0
wlan2,0,7.2,2.13,1.01,1621508330.7461138,0.0,-43.0,-31.0,-31.0,-31.0,-37.0,0.0,-73.0,-43.0,-33.0,0.0,-31.0,0.0,-49.0,-77.0,0.0,-55.0
wlan2,1,7.2,2.13,1.01,1621508335.2180266,0.0,-49.0,-33.0,-33.0,-29.0,-39.0,0.0,-75.0,-43.0,-31.0,0.0,-29.0,-65.0,-61.0,-75.0,-67.0,-59.0
wlan2,2,7.2,2.13,1.01,1621508339.683823,-55.0,-47.0,-31.0,-31.0,-29.0,-39.0,-63.0,-73.0,-43.0,-31.0,0.0,-29.0,-59.0,-61.0,-75.0,-65.0,-57.0
wlan2,3,7.2,2.13,1.01,1621508348.562534,-55.0,-45.0,-31.0,-31.0,-29.0,-39.0,-55.0,-75.0,-41.0,-31.0,-31.0,-29.0,-59.0,-61.0,-77.0,-57.0,-55.0
wlan0,0,8.42,2.74,1.01,1621512026.9112256,0.0,-50.0,-32.0,-43.0,-35.0,-40.0,-59.0,-70.0,-53.0,-26.0,0.0,-43.0,-50.0,-54.0,-69.0,-55.0,-54.0
wlan0,1,8.42,2.74,1.01,1621512031.1696684,0.0,-47.0,-33.0,-38.0,-35.0,-38.0,-58.0,-70.0,-54.0,-25.0,-34.0,-38.0,-53.0,-56.0,-69.0,-53.0,-54.0
wlan0,2,8.42,2.74,1.01,1621512035.4240744,-65.0,-45.0,-32.0,-38.0,-37.0,-39.0,-60.0,-71.0,-54.0,-25.0,-34.0,-38.0,-49.0,-56.0,-69.0,-56.0,-54.0
wlan0,3,8.42,2.74,1.01,1621512039.6314592,-62.0,-46.0,-30.0,-39.0,-37.0,-38.0,-61.0,-71.0,-56.0,-26.0,-30.0,-38.0,-53.0,-56.0,-69.0,-52.0,-54.0
wlan0,4,8.42,2.74,1.01,1621512043.9356112,-58.0,-44.0,-33.0,-38.0,-37.0,-38.0,-61.0,-71.0,-55.0,-25.0,-33.0,-39.0,-52.0,-56.0,-68.0,-56.0,-53.0
wlan1,0,8.42,2.74,1.01,1621512050.5278592,-69.0,-53.0,-37.0,-45.0,-41.0,-51.0,0.0,-69.0,-63.0,-43.0,-85.0,0.0,-59.0,0.0,-85.0,-69.0,-61.0
wlan1,1,8.42,2.74,1.01,1621512054.9945953,-63.0,-57.0,-39.0,-45.0,-43.0,-51.0,0.0,-87.0,-63.0,-43.0,-85.0,-47.0,-59.0,-67.0,-79.0,-71.0,-59.0
wlan1,2,8.42,2.74,1.01,1621512059.456765,-63.0,-57.0,-39.0,-47.0,-41.0,-51.0,-69.0,-83.0,-63.0,-43.0,-85.0,-47.0,-59.0,-67.0,-83.0,-75.0,-65.0
wlan1,3,8.42,2.74,1.01,1621512068.2691588,-61.0,-57.0,-39.0,-45.0,-41.0,-51.0,-69.0,-83.0,-63.0,-43.0,-39.0,-45.0,-63.0,-69.0,-81.0,-73.0,-65.0
wlan2,0,8.42,2.74,1.01,1621512074.8409865,-63.0,-45.0,-33.0,-41.0,-33.0,-43.0,-65.0,-73.0,-43.0,-29.0,0.0,-41.0,-51.0,0.0,-83.0,-61.0,-65.0
wlan2,1,8.42,2.74,1.01,1621512079.3160484,-53.0,-45.0,-33.0,-41.0,-33.0,-43.0,-65.0,-73.0,-45.0,-29.0,0.0,-41.0,-55.0,-57.0,-83.0,-67.0,-63.0
wlan2,2,8.42,2.74,1.01,1621512083.8121006,-53.0,-45.0,-33.0,-41.0,-33.0,-45.0,-65.0,-73.0,-45.0,-29.0,0.0,-41.0,-53.0,-57.0,-83.0,-65.0,-63.0
wlan2,3,8.42,2.74,1.01,1621512088.3137324,-57.0,-47.0,-33.0,-41.0,-33.0,-41.0,-65.0,-59.0,-45.0,-29.0,-35.0,-41.0,-51.0,-67.0,-83.0,-63.0,-63.0
wlan2,4,8.42,2.74,1.01,1621512092.8132885,-65.0,-45.0,-35.0,-39.0,-33.0,-41.0,-63.0,-61.0,-57.0,-31.0,-35.0,-41.0,-49.0,-67.0,-83.0,-61.0,-63.0
wlan0,0,8.42,3.96,1.01,1621506925.3856895,0.0,-40.0,-25.0,-40.0,-38.0,-44.0,-54.0,0.0,-56.0,-39.0,-30.0,-47.0,-45.0,-57.0,0.0,-65.0,-53.0
wlan0,1,8.42,3.96,1.01,1621506929.5509558,0.0,-46.0,-24.0,-49.0,-38.0,-43.0,-54.0,0.0,-56.0,-35.0,-30.0,-40.0,-44.0,-57.0,-68.0,-65.0,-54.0
wlan0,2,8.42,3.96,1.01,1621506933.7094927,0.0,-46.0,-24.0,-39.0,-38.0,-41.0,-60.0,0.0,-56.0,-34.0,-58.0,-39.0,-44.0,-57.0,-68.0,-61.0,-53.0
wlan0,3,8.42,3.96,1.01,1621506938.1548529,0.0,-49.0,-25.0,-41.0,-37.0,-41.0,-53.0,0.0,0.0,-36.0,-25.0,-39.0,-43.0,-57.0,-68.0,-65.0,-55.0
wlan0,4,8.42,3.96,1.01,1621506942.564218,0.0,-46.0,-27.0,-39.0,-37.0,-51.0,-57.0,0.0,0.0,-32.0,-40.0,-40.0,-44.0,-57.0,-68.0,-64.0,-56.0
wlan1,0,8.42,3.96,1.01,1621506950.7775881,-79.0,-55.0,-41.0,-45.0,-43.0,-47.0,0.0,-87.0,-67.0,-37.0,0.0,-45.0,-59.0,-67.0,-75.0,-77.0,-61.0
wlan1,1,8.42,3.96,1.01,1621506955.2563233,-75.0,-55.0,-41.0,-45.0,-43.0,-47.0,0.0,-85.0,-67.0,-35.0,-41.0,-45.0,-59.0,-67.0,-77.0,-81.0,-63.0
wlan1,2,8.42,3.96,1.01,1621506959.7545226,-75.0,-51.0,-43.0,-45.0,-41.0,-47.0,0.0,-89.0,-65.0,-35.0,-43.0,-45.0,-57.0,-67.0,-75.0,-73.0,-63.0
wlan1,3,8.42,3.96,1.01,1621506968.459382,-77.0,-51.0,-41.0,-45.0,-41.0,-47.0,0.0,-83.0,-65.0,-35.0,-43.0,-45.0,-59.0,-69.0,-75.0,-83.0,-65.0
wlan2,0,8.42,3.96,1.01,1621506975.056914,0.0,-39.0,-31.0,0.0,-33.0,-45.0,-65.0,-71.0,-49.0,-25.0,0.0,-39.0,-79.0,-57.0,-73.0,-71.0,-55.0
wlan2,1,8.42,3.96,1.01,1621506979.538668,-55.0,-41.0,-31.0,0.0,-35.0,-45.0,-69.0,-71.0,-47.0,-23.0,0.0,-39.0,-43.0,-57.0,-73.0,-71.0,-57.0
wlan2,2,8.42,3.96,1.01,1621506983.999576,-55.0,-41.0,-31.0,-39.0,-35.0,-41.0,-69.0,-71.0,-61.0,-23.0,0.0,-39.0,-43.0,-59.0,-81.0,-71.0,-61.0
wlan2,3,8.42,3.96,1.01,1621506988.5496428,-55.0,-41.0,-31.0,-39.0,-35.0,-41.0,-69.0,-69.0,-57.0,-25.0,0.0,-39.0,-43.0,-59.0,-75.0,-65.0,-57.0
wlan2,4,8.42,3.96,1.01,1621506993.1689858,-53.0,-41.0,-31.0,-39.0,-35.0,-41.0,-69.0,-69.0,-49.0,-25.0,-31.0,-39.0,-45.0,-59.0,-71.0,-73.0,-61.0
wlan0,0,8.42,5.18,1.01,1621505396.669278,0.0,-50.0,-33.0,0.0,-33.0,-45.0,0.0,0.0,0.0,-36.0,-34.0,-35.0,-44.0,0.0,-70.0,-47.0,-47.0
wlan0,1,8.42,5.18,1.01,1621505404.6819556,-68.0,-45.0,-32.0,-38.0,-33.0,-43.0,0.0,-69.0,0.0,-37.0,-31.0,-37.0,-49.0,-56.0,-70.0,-50.0,-48.0
wlan0,2,8.42,5.18,1.01,1621505408.8805199,-66.0,-46.0,-33.0,-35.0,-33.0,-42.0,0.0,-70.0,-52.0,-37.0,-32.0,-37.0,-51.0,-56.0,-70.0,-68.0,-47.0
wlan0,3,8.42,5.18,1.01,1621505413.066717,-66.0,-48.0,-34.0,-36.0,-34.0,-43.0,-59.0,-70.0,-52.0,-36.0,-32.0,-37.0,-51.0,-50.0,-70.0,-68.0,-47.0
wlan1,0,8.42,5.18,1.01,1621505419.668451,-71.0,-49.0,-43.0,0.0,-45.0,-51.0,-77.0,-93.0,-59.0,-43.0,0.0,-49.0,-59.0,0.0,-81.0,-79.0,-61.0
wlan1,1,8.42,5.18,1.01,1621505424.1623142,-79.0,-55.0,-41.0,-49.0,-45.0,-49.0,-77.0,-75.0,-67.0,-41.0,-41.0,-49.0,-59.0,0.0,-81.0,-73.0,-63.0
wlan1,2,8.42,5.18,1.01,1621505428.6631975,-79.0,-53.0,-41.0,-49.0,-45.0,-49.0,-77.0,-87.0,-63.0,-45.0,-65.0,-49.0,-57.0,0.0,-85.0,-81.0,-63.0
wlan1,3,8.42,5.18,1.01,1621505433.1436687,-79.0,-49.0,-39.0,-51.0,-47.0,-47.0,0.0,-85.0,-63.0,-43.0,-65.0,-49.0,-61.0,-71.0,-83.0,-81.0,-63.0
wlan1,4,8.42,5.18,1.01,1621505437.6148508,-79.0,-51.0,-41.0,-51.0,-45.0,-49.0,0.0,-85.0,-63.0,-43.0,-65.0,-49.0,-51.0,-71.0,-83.0,-83.0,-61.0
wlan2,0,8.42,5.18,1.01,1621505444.181396,-53.0,0.0,-35.0,-39.0,-31.0,-39.0,0.0,-83.0,-69.0,-29.0,0.0,0.0,-55.0,-61.0,-71.0,-73.0,-65.0
wlan2,1,8.42,5.18,1.01,1621505448.6686807,-53.0,0.0,-35.0,-39.0,-33.0,-37.0,0.0,-81.0,-43.0,-29.0,0.0,-41.0,-55.0,-61.0,-73.0,-67.0,-65.0
wlan2,2,8.42,5.18,1.01,1621505453.1788402,-53.0,-51.0,-33.0,-39.0,-33.0,-39.0,0.0,-81.0,-43.0,-31.0,-33.0,-41.0,-51.0,-61.0,-89.0,-73.0,-65.0
wlan2,3,8.42,5.18,1.01,1621505457.682322,-53.0,-49.0,-33.0,-41.0,-33.0,-39.0,0.0,-67.0,-43.0,-29.0,-33.0,-39.0,-55.0,-61.0,-71.0,-67.0,-65.0
wlan2,4,8.42,5.18,1.01,1621505466.4782724,-55.0,-45.0,-35.0,-41.0,-33.0,-39.0,0.0,-75.0,-41.0,-29.0,-33.0,-41.0,-59.0,-61.0,-73.0,-69.0,-65.0
wlan0,0,8.42,6.4,1.01,1621504075.2001874,-59.0,-42.0,-39.0,-38.0,-35.0,-38.0,0.0,0.0,0.0,-36.0,0.0,-37.0,-42.0,-57.0,0.0,-67.0,-50.0
wlan0,1,8.42,6.4,1.01,1621504079.3204944,-61.0,-43.0,-39.0,-37.0,-37.0,-41.0,0.0,0.0,-47.0,-34.0,-40.0,-34.0,-46.0,-55.0,0.0,-67.0,-51.0
wlan0,2,8.42,6.4,1.01,1621504087.4066827,-61.0,-41.0,-39.0,-40.0,-38.0,-41.0,-60.0,-67.0,-46.0,-37.0,-40.0,-38.0,-44.0,-56.0,0.0,-67.0,-48.0
wlan0,3,8.42,6.4,1.01,1621504091.604613,-65.0,-40.0,-38.0,-39.0,-38.0,-38.0,-60.0,-66.0,-46.0,-37.0,-40.0,-38.0,-43.0,-56.0,0.0,-64.0,-51.0
wlan1,0,8.42,6.4,1.01,1621504098.1344938,-73.0,-53.0,-43.0,-43.0,-41.0,-47.0,-71.0,-75.0,-69.0,-45.0,-43.0,-41.0,-59.0,-73.0,-73.0,-75.0,-57.0
wlan1,1,8.42,6.4,1.01,1621504102.6229198,-73.0,-47.0,-43.0,-43.0,-41.0,-47.0,-71.0,-83.0,-69.0,-45.0,-43.0,-43.0,-57.0,-73.0,-73.0,-79.0,-55.0
wlan1,2,8.42,6.4,1.01,1621504107.120915,-71.0,-47.0,-41.0,-43.0,-41.0,-47.0,-71.0,-77.0,-69.0,-43.0,-41.0,-43.0,-57.0,-73.0,-73.0,-77.0,-57.0
wlan1,3,8.42,6.4,1.01,1621504111.6418426,-71.0,-49.0,-43.0,-43.0,-41.0,-47.0,-65.0,-81.0,-57.0,-43.0,-41.0,-41.0,-57.0,-73.0,-73.0,-81.0,-57.0
wlan1,4,8.42,6.4,1.01,1621504116.1412866,-71.0,-45.0,-43.0,-43.0,-41.0,-47.0,-71.0,-75.0,-69.0,-41.0,-41.0,-43.0,-59.0,-71.0,-83.0,-79.0,-59.0
wlan2,0,8.42,6.4,1.01,1621504122.7064345,0.0,-41.0,-39.0,-37.0,-37.0,0.0,-57.0,-73.0,-41.0,-31.0,0.0,-37.0,-49.0,0.0,-71.0,-71.0,-49.0
wlan2,1,8.42,6.4,1.01,1621504127.1813006,0.0,-41.0,-39.0,-37.0,-37.0,-39.0,-57.0,-77.0,-55.0,-31.0,0.0,-37.0,-49.0,0.0,-73.0,-69.0,-55.0
wlan2,2,8.42,6.4,1.01,1621504131.64519,0.0,-39.0,-39.0,-39.0,-35.0,-39.0,-55.0,-73.0,-49.0,-31.0,0.0,-37.0,-49.0,-61.0,-73.0,-67.0,-55.0
wlan2,3,8.42,6.4,1.01,1621504136.1779132,0.0,-41.0,-39.0,-39.0,-37.0,-39.0,-55.0,-69.0,-49.0,-31.0,0.0,-37.0,-49.0,-65.0,-73.0,-67.0,-51.0
wlan2,4,8.42,6.4,1.01,1621504144.9295194,0.0,-41.0,-37.0,-37.0,-37.0,-39.0,-57.0,-71.0,-39.0,-33.0,-37.0,-39.0,-49.0,-61.0,-73.0,-65.0,-53.0
wlan0,0,8.42,7.62,1.01,1621501895.1257427,0.0,-49.0,-39.0,-34.0,-32.0,-50.0,0.0,0.0,-50.0,-36.0,-61.0,-33.0,-46.0,-57.0,0.0,-72.0,-48.0
wlan0,1,8.42,7.62,1.01,1621501899.3649259,0.0,-48.0,-40.0,-34.0,-31.0,-56.0,0.0,0.0,-50.0,-36.0,-61.0,-33.0,-59.0,-57.0,0.0,-71.0,-47.0
wlan0,2,8.42,7.62,1.01,1621501903.528426,0.0,-48.0,-40.0,-55.0,-32.0,-53.0,0.0,0.0,-56.0,-34.0,-40.0,-33.0,-47.0,-57.0,0.0,-70.0,-49.0
wlan0,3,8.42,7.62,1.01,1621501907.778451,0.0,-51.0,-40.0,-55.0,-32.0,-52.0,0.0,0.0,-56.0,-38.0,-39.0,-33.0,-47.0,-47.0,0.0,-72.0,-49.0
wlan0,4,8.42,7.62,1.01,1621501911.9810915,0.0,-50.0,-40.0,-33.0,-32.0,-53.0,-53.0,0.0,-51.0,-38.0,-41.0,-34.0,-48.0,-58.0,0.0,-72.0,-49.0
wlan1,0,8.42,7.62,1.01,1621501918.5597398,-79.0,-53.0,-43.0,-47.0,-49.0,-51.0,-67.0,-91.0,-57.0,-47.0,0.0,-45.0,-65.0,-61.0,-83.0,-77.0,-63.0
wlan1,1,8.42,7.62,1.01,1621501923.0219386,-75.0,-53.0,-43.0,-47.0,-47.0,-51.0,-63.0,-93.0,-55.0,-49.0,0.0,-45.0,-75.0,-61.0,-83.0,-79.0,-61.0
wlan1,2,8.42,7.62,1.01,1621501927.5052106,-75.0,-53.0,-43.0,-47.0,-45.0,-51.0,-67.0,-89.0,-57.0,-47.0,-43.0,-45.0,-67.0,-61.0,-83.0,-75.0,-63.0
wlan1,3,8.42,7.62,1.01,1621501931.9877837,-71.0,-51.0,-41.0,-45.0,-49.0,-51.0,-67.0,-89.0,-59.0,-49.0,-41.0,-45.0,-67.0,-61.0,-85.0,-79.0,-63.0
wlan1,4,8.42,7.62,1.01,1621501936.4569893,-79.0,-55.0,-41.0,-47.0,-47.0,-47.0,-67.0,-87.0,-57.0,-47.0,-41.0,-45.0,-69.0,-63.0,-83.0,-81.0,-63.0
wlan2,0,8.42,7.62,1.01,1621501944.7500265,-65.0,-49.0,-33.0,-47.0,-35.0,-47.0,0.0,-79.0,-51.0,-35.0,0.0,-67.0,-45.0,0.0,-69.0,-71.0,-45.0
wlan2,1,8.42,7.62,1.01,1621501953.5096185,-73.0,-47.0,-33.0,-45.0,-35.0,-45.0,0.0,-73.0,-43.0,-35.0,-35.0,-45.0,-49.0,-53.0,-71.0,-67.0,-45.0
wlan2,2,8.42,7.62,1.01,1621501958.048299,-67.0,-45.0,-33.0,-63.0,-35.0,-45.0,-65.0,-81.0,-43.0,-39.0,-35.0,-49.0,-49.0,-55.0,-71.0,-69.0,-45.0
wlan2,3,8.42,7.62,1.01,1621501962.541872,-67.0,-47.0,-33.0,-47.0,-35.0,-43.0,-65.0,-79.0,-43.0,-37.0,-33.0,-43.0,-49.0,-55.0,-71.0,-73.0,-47.0
wlan0,0,9.64,-0.33,1.01,1621499832.4836805,0.0,-51.0,-37.0,-39.0,-38.0,-32.0,-65.0,0.0,-58.0,-37.0,-40.0,0.0,-47.0,-59.0,0.0,-69.0,-57.0
wlan0,1,9.64,-0.33,1.01,1621499836.6287005,0.0,-48.0,-33.0,-39.0,-39.0,-38.0,-54.0,-70.0,-58.0,-40.0,-35.0,-40.0,-47.0,-59.0,-74.0,-58.0,-60.0
wlan0,2,9.64,-0.33,1.01,1621499840.691891,-61.0,-46.0,-39.0,-41.0,-37.0,-35.0,-54.0,-70.0,-59.0,-38.0,-34.0,-40.0,-47.0,-58.0,-74.0,-58.0,-60.0
wlan0,3,9.64,-0.33,1.01,1621499844.876087,-61.0,-45.0,-34.0,-43.0,-38.0,-36.0,-54.0,-70.0,-59.0,-37.0,-33.0,-40.0,-49.0,-57.0,-74.0,-55.0,-60.0
